weights;province;district;community.damage;interviewer_sex;hhh_ethnolinguistic_group;hhh_marital_status;hhh_age;hhh_gender;hhh_disability;total_members;disability;breastfeeding;pregnant;chronic_ill;expenditures_food;expenditures_loan_repayments;expenditures_livestock;expenditures_agri_inputs;expenditures_health;expenditures_eduction;expenditures_shelter_materials_labour;expenditures_rent;expenditures_fuel;expenditures_clothing_hh_items;expenditures_transport;expenditures_comms;expenditures_other;expenditures_other_specify;expenditures_primary_source_expend;expenditures_primary_source_expend_other;expenditures_secondary_source_expend;expenditures_secondary_source_expend_other;expenditures_tertiary_source_expend;expenditures_tertiary_source_expend_other;assistance_assistance_amount;Assistance_Received_y_n;assistance_assistance_type;assistance_assistance_type_other;assistance_household_damage;assistance_shelter_status;assistance_damage_status;assistance_repair_status;assistance_barriers_to_rebuild;assistance_barriers_to_rebuild_other;assistance_accommodation_arrangment;assistance_wall_material;assistance_wall_material_other;assistance_roof_material;assistance_roof_material_other;assistance_rooms_hh;BBB_note;BBB_bbb_safe_site;BBB_bbb_foundation;BBB_bbb_corner_braces;BBB_bbb_plinth_bands;BBB_bbb_lintels;BBB_bbb_windows_door_safe_distance;BBB_bbb_drainage;BBB_bbb_landslide_flood_minimsed;BBB_female_living_space;BBB_livestock_livingspace;WASH_primary_drinking_water;WASH_primary_drinking_water_other;WASH_primary_latrine;WASH_primary_latrine_other;WASH_primary_latrine_status;WASH_solid_waste;WASH_solid_waste_other;priority_needs_priority_needs
3,290842661;Samangan;Taloqan;Low community damage;Male;Arab;Married;43;Male;no;12;0;1;0;1;30000;0;10000;0;5000;10000;0;0;10000;2000;5000;1200;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;yes;no;no;yes;yes;yes;yes;yes;no;yes;surface water;NA;pit latrine covered;NA;latrine used;collected;NA;security
0,145896565;Samangan;Sholgareh;Low community damage;Male;Arab;Married;48;Male;no;9;0;1;0;0;26000;2500;7200;0;3500;7800;0;2500;7000;1500;3000;1000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;timber;NA;mud grass;NA;4;NA;no;not clear;no;yes;yes;yes;yes;yes;yes;yes;surface water;NA;pit latrine covered;NA;latrine used;collected;NA;shelter assistance
0,615700396;Samangan;Sholgareh;Low community damage;Male;Arab;Married;47;Male;no;12;0;1;0;1;13000;0;0;5000;1500;4000;0;0;2500;1000;2000;600;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;bricks;NA;mud grass;NA;2;NA;yes;no;yes;no;yes;yes;yes;yes;no;no;surface water;NA;pit latrine open;NA;latrine used;collected;NA;security
0,615700396;Balkh;Khwaja Sabz Posh;Low community damage;Male;Arab;Married;67;Male;no;7;0;1;0;0;10000;5000;500;4000;9050;3500;0;0;8000;0;200;250;0;NA;cash crop;NA;saving;NA;saving;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied fully damaged;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;6;NA;no;no;yes;no;yes;yes;yes;no;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;31;Male;no;9;0;0;0;0;3000;0;0;0;15000;0;18000;0;5000;4000;500;500;0;NA;business sale goods services;NA;saving;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;6;NA;yes;yes;yes;yes;yes;no;yes;no;yes;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
3,290842661;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;33;Male;no;4;0;1;0;0;10000;2000;800;1500;4500;950;0;0;8000;1000;250;400;0;NA;cash crop;NA;skilled daily labour;NA;skilled daily labour;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;no;yes;no;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Balkh;Khulm;Low community damage;Male;Arab;Widowed;60;Male;no;11;0;1;1;0;12000;5000;6000;20000;20000;3500;0;0;6000;1500;600;250;0;NA;skilled daily labour;NA;formal employ;NA;cash crop;NA;0;No;no assistance;NA;partially damaged;different site;no longer occupied;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;no;no;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;shelter assistance
3,290842661;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;47;Male;no;13;0;2;1;0;5000;0;0;4000;9000;500;0;0;1500;2500;0;50;6000;Traffic accident;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;7;NA;no;yes;no;yes;yes;yes;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;health care
0,145896565;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;55;Male;no;9;0;1;0;0;4000;0;0;0;20000;0;0;1000;5000;2000;600;300;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;rented;bricks;NA;mud grass;NA;4;NA;no;no;yes;no;yes;yes;yes;no;yes;no;surface water;NA;pit latrine open;NA;latrine used;collected;NA;water sanitation
0,145896565;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;33;Male;no;11;0;0;0;0;20000;9000;12000;18000;15000;1500;130000;0;3000;15000;1500;1000;0;NA;unskilled daily labour;NA;cash crop;NA;livestock farming;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;yes;yes;yes;yes;yes;no;no;no;no;pipe private;NA;pit latrine covered;NA;latrine used;buried;NA;agri livestock support
0,615700396;Balkh;Baharak (Badakhshan);Low community damage;Male;Arab;Married;60;Male;no;10;1;1;0;0;10000;5600;2100;5000;7000;600;200000;0;2500;5000;3000;1500;0;NA;unskilled daily labour;NA;cash crop;NA;livestock farming;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;8;NA;no;yes;yes;yes;yes;yes;no;no;no;yes;handpump;NA;pit latrine covered;NA;latrine used;buried;NA;food
0,145896565;Samangan;Argo;Low community damage;Male;Arab;Married;24;Male;no;5;0;0;0;0;10000;0;0;0;500;0;50000;0;2000;500;0;100;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;Yes;shelter assistance;NA;fully damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;yes;yes;no;yes;yes;no;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;52;Male;no;9;1;3;0;0;10000;20000;3500;6000;10000;0;NA;0;3000;3000;500;1000;0;NA;cash crop;NA;no further source;NA;no further source;NA;10000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;7;NA;no;yes;yes;yes;yes;yes;yes;no;yes;yes;protected spring well;NA;pit latrine open;NA;latrine used;burned;NA;water sanitation
0,145896565;Balkh;Aybak;Low community damage;Male;Arab;Married;50;Female;no;9;0;0;0;1;8000;0;2100;500;3200;300;0;0;2500;500;300;1000;0;NA;cash crop;NA;no further source;NA;no further source;NA;10000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;no;yes;no;yes;yes;protected spring well;NA;pit latrine covered;NA;latrine used;burned;NA;water sanitation
0,615700396;Samangan;Taloqan;Low community damage;Male;Arab;Married;40;Male;no;10;0;0;1;0;10000;0;0;0;0;0;0;0;8000;0;4000;1000;0;NA;business sale goods services;NA;formal employ;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;no;no;no;yes;yes;yes;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;agri livestock support
0,145896565;Samangan;Aybak;Low community damage;Male;Arab;Married;37;Male;no;9;0;1;0;0;20000;0;0;0;5000;3000;0;0;1500;2000;500;300;0;NA;govt benefits;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;no;no;yes;no;yes;yes;no;no;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
1,093877156;Faryab;Khulm;High community damage;Male;Arab;Married;41;Male;no;20;0;1;0;0;9800;2470;2000;3760;1600;0;0;0;0;890;900;600;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;cannot reach markets expense;NA;owned with documentation;timber;NA;mud grass;NA;7;NA;yes;yes;yes;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;agri livestock support
3,290842661;Faryab;Sar e Pul;High community damage;Male;Arab;Married;49;Male;no;10;0;1;1;1;8300;0;1000;4000;900;300;0;0;0;1900;1000;500;0;NA;cash crop;NA;livestock farming;NA;saving;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;4;NA;no;yes;yes;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;agri livestock support
0,615700396;Faryab;Pul e khumri;High community damage;Male;Arab;Married;40;Male;no;6;0;1;0;0;9000;0;1000;3000;1500;0;0;0;0;2000;1000;800;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;yes;yes;yes;no;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;agri livestock support
0,615700396;Faryab;Khuram Sarbagh;High community damage;Female;Arab;Married;21;Male;no;10;0;1;1;0;5000;1000;0;0;1000;0;0;0;500;500;100;50;0;NA;business sale goods services;NA;unskilled daily labour;NA;borrow loans;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine covered;NA;latrine used;burned;NA;employment
3,290842661;Faryab;Sholgareh;Low community damage;Male;Arab;Married;45;Male;no;12;0;1;0;0;4500;1200;250;450;2000;5200;0;0;2000;1000;700;200;4500;NA;unskilled daily labour;NA;cash crop;NA;livestock farming;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;yes;yes;yes;no;yes;no;yes;no;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;agri livestock support
0,145896565;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;30;Male;no;10;1;1;2;0;20000;0;0;0;2000;0;5000;0;3000;0;0;150;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;cannot reach markets expense;NA;owned with documentation;bricks;NA;mud grass;NA;6;NA;no;yes;no;no;yes;yes;no;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;agri livestock support
5,415416037;Faryab;Pul e khumri;Low community damage;Male;Arab;Married;53;Male;no;14;0;1;1;1;3500;2000;1200;125;2000;4000;3200;600;2000;2100;750;200;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;yes;yes;yes;no;yes;no;yes;no;no;yes;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;agri livestock support
0,145896565;Faryab;Sholgareh;Low community damage;Male;Arab;Married;42;Male;yes;13;0;0;0;0;12000;3000;0;0;2000;1000;0;0;1500;500;200;100;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;6;NA;no;yes;yes;yes;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;training
0,145896565;Faryab;Khulm;Low community damage;Male;Arab;Married;56;Male;no;8;0;1;0;0;10000;1000;0;0;2000;1000;0;0;2000;500;150;150;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;10000;Yes;nfi cash voucher;NA;fully damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Faryab;Khulm;Low community damage;Male;Arab;Married;23;Male;no;7;0;1;0;0;17000;3500;0;0;500;1200;0;0;2500;460;0;1500;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;Yes;shelter assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;no;yes;yes;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
1,093877156;Faryab;Pul e khumri;Low community damage;Male;Arab;Married;36;Male;no;10;0;0;0;0;30000;4000;0;0;3000;1500;0;10000;500;400;0;200;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;rented;bricks;NA;mud grass;NA;6;NA;no;yes;yes;no;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,145896565;Faryab;Khuram Sarbagh;Low community damage;Male;Arab;Married;36;Male;no;10;0;0;0;0;15000;2000;0;0;1200;1000;0;0;500;400;200;100;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;no;no;no;yes;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
0,145896565;Faryab;Khuram Sarbagh;Low community damage;Male;Tajik;Married;27;Male;no;8;0;1;1;0;15000;2500;0;0;1500;1000;0;0;500;0;0;100;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;different site;occupied fully damaged;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
3,290842661;Faryab;Baharak (Badakhshan);Low community damage;Male;Arab;Married;30;Male;no;9;0;1;0;0;12000;2500;0;0;500;1200;0;0;500;0;100;0;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
0,145896565;Faryab;Guzargahi Nur;Low community damage;Male;Arab;Married;64;Male;no;12;0;0;1;0;8000;1500;0;0;500;560;0;0;500;200;100;150;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied fully damaged;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;no;yes;yes;no;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
0,615700396;Samangan;Khulm;Low community damage;Male;Gujjar;Married;44;Male;no;9;0;1;0;0;4000;0;0;0;1000;0;5000;0;3000;500;2000;100;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;Yes;shelter assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;no;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Sholgareh;Low community damage;Male;Arab;Married;41;Male;no;10;1;2;1;0;5000;0;0;0;2000;500;0;0;3000;1500;1000;200;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;rented;bricks;NA;mud grass;NA;3;NA;no;no;no;no;yes;yes;no;no;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
3,290842661;Samangan;Pul e khumri;Low community damage;Male;Arab;Married;41;Male;no;9;0;1;0;0;10000;0;0;0;4000;0;3000;0;2000;0;0;100;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;no;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,615700396;Samangan;Pul e khumri;Low community damage;Male;Arab;Married;32;Male;no;11;0;1;0;0;7000;0;0;0;500;200;0;3000;2000;1200;500;100;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;rented;bricks;NA;mud grass;NA;2;NA;no;yes;yes;no;yes;yes;no;no;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Samangan;Khulm;Low community damage;Male;Turkmen;Married;55;Male;no;9;0;0;0;0;5000;0;0;0;1000;0;0;2000;2000;1000;500;100;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;rented;bricks;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;yes;no;no;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Samangan;Khuram Sarbagh;Low community damage;Male;Arab;Married;36;Male;no;10;0;1;1;0;20000;30000;0;0;50000;1500;300000;0;4000;2000;0;1000;0;NA;business sale goods services;NA;livestock farming;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;yes;yes;no;yes;yes;no;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;agri livestock support
2,281271713;Samangan;Sar e Pul;Low community damage;Male;Arab;Divorced;40;Male;no;3;0;1;0;0;4000;0;2000;0;1000;1000;0;0;1500;1000;500;200;0;NA;formal employ;NA;livestock farming;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;no;no;yes;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Samangan;Sar e Pul;Low community damage;Male;Arab;Married;40;Male;no;14;0;2;0;0;30000;0;0;0;1500;5000;5000;0;4000;0;2000;500;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;yes;no;not clear;no;no;surface water;NA;pit latrine covered;NA;latrine used;thrown out street;NA;water sanitation
1,093877156;Balkh;Khuram Sarbagh;Low community damage;Male;Tajik;Married;50;Male;no;7;0;0;0;0;2500;0;0;5000;1500;300;0;0;400;800;1200;900;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;yes;yes;no;yes;yes;yes;no;no;yes;protected spring well;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,145896565;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;35;Male;no;7;0;1;1;0;1000;0;500;0;0;0;0;0;0;0;0;50;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;yes;no;no;yes;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;food
0,145896565;Samangan;Sholgareh;Low community damage;Male;Arab;Married;40;Male;no;8;0;1;0;1;12000;2000;1500;3000;4000;3500;500;2500;4000;4000;2000;1500;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;rented;bricks;NA;mud grass;NA;4;NA;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;surface water;NA;pit latrine covered;NA;latrine used;collected;NA;security
2,281271713;Samangan;Khulm;Low community damage;Male;Arab;Married;38;Male;no;8;1;1;0;1;20000;0;7000;3000;5000;8000;0;0;5000;3500;4000;2000;0;NA;livestock farming;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;surface water;NA;pit latrine open;NA;latrine used;collected;NA;security
0,145896565;Faryab;Khulm;Low community damage;Male;Arab;Married;46;Male;no;9;0;1;0;0;2000;1000;0;0;500;2000;0;0;2000;1000;500;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;yes;no;no;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
0,143638295;Faryab;Argo;Low community damage;Male;Arab;Married;50;Male;no;17;0;0;0;0;3000;1000;0;0;200;500;500;0;1500;1000;100;200;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;no;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
0,145896565;Faryab;MaymaNA;Low community damage;Male;Arab;Married;52;Male;no;9;1;0;0;0;1500;1000;0;0;500;500;0;0;1500;1000;0;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;no;yes;yes;yes;yes;yes;no;no;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
0,145896565;Faryab;Khuram Sarbagh;Low community damage;Male;Arab;Married;45;Male;no;10;0;0;0;0;2000;0;0;0;500;1000;0;0;2000;1000;0;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;concrete;NA;mud grass;NA;4;NA;no;no;yes;yes;yes;yes;yes;no;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
0,145896565;Faryab;Pul e khumri;Low community damage;Male;Arab;Widowed;35;Male;no;10;0;0;0;1;2000;1000;0;500;500;1000;500;0;2000;1000;0;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;no;no;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
2,281271713;Faryab;Taloqan;Low community damage;Male;Arab;Married;30;Male;no;6;0;2;0;0;2000;1000;0;0;500;500;500;0;2000;1000;200;200;0;NA;unskilled daily labour;NA;skilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;no;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
0,145896565;Faryab;Khulm;Low community damage;Male;Arab;Married;51;Male;no;7;0;1;0;0;2000;0;0;0;200;500;0;0;2000;1000;200;200;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;no;no;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
3,538776045;Faryab;Khulm;Low community damage;Male;Arab;Divorced;38;Male;no;9;0;1;0;0;2500;500;0;0;500;500;0;0;2000;1000;200;200;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;no;yes;yes;yes;yes;no;no;no;protected spring well;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
3,290842661;Faryab;Khuram Sarbagh;Low community damage;Male;Arab;Married;27;Male;no;10;0;1;0;0;2000;1000;0;0;500;500;0;0;2000;500;200;200;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;yes;no;no;no;protected spring well;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
